,logFC,AveExpr,t,P.Value,adj.P.Val,B
9397,-0.47685671,0.037685327,-4.564445946,1.01E-05,2.70E-05,2.346115436
10656,-0.477111699,-0.022280066,-2.506493703,0.013215396,0.020697183,-4.37264601
10351,-0.477691512,0.040679306,-6.824753729,1.83E-10,9.07E-10,12.97811088
8837 /// 102724614,-0.477854195,0.071399838,-4.408849442,1.92E-05,4.93E-05,1.725935154
7803,-0.478049287,0.038215184,-2.7256303,0.007149655,0.011807616,-3.821793297
3716,-0.478206005,0.061870189,-4.430954249,1.76E-05,4.53E-05,1.813027085
333929,-0.478599679,0.048955487,-6.124067333,7.08E-09,2.91E-08,9.393768027
84909,-0.478603222,0.044726722,-2.871139235,0.004656959,0.007983174,-3.432873484
6429,-0.478617452,-0.00720342,-4.605369903,8.48E-06,2.30E-05,2.511967628
10163,-0.478889132,0.074079385,-3.824298241,0.000189026,0.00041357,-0.450329845
5564,-0.478968029,0.034188102,-2.937309916,0.003811318,0.006629131,-3.249991462
4636,-0.479082698,0.01865177,-3.500220442,0.000605805,0.001212664,-1.546438292
5252,-0.47927262,0.013266584,-5.961218097,1.60E-08,6.32E-08,8.59406898
101926963,-0.479366496,0.035629671,-4.386138149,2.11E-05,5.37E-05,1.636806912
2720 /// 643853,-0.479475205,0.063100059,-3.666124822,0.000336884,0.000704721,-0.995506433
10949,-0.480396102,0.001415087,-4.633686944,7.52E-06,2.06E-05,2.627386525
129303,-0.480475885,0.07968114,-3.988863311,0.000101698,0.000232479,0.137044928
101060609,-0.480548768,0.001671303,-5.880747835,2.39E-08,9.19E-08,8.203899668
10678,-0.480583094,0.058846303,-3.330741438,0.001080587,0.002067527,-2.086658928
29062,-0.480731558,0.078023695,-3.865401958,0.000162199,0.000358926,-0.305528751
9637,-0.48077146,0.030936332,-5.945213326,1.74E-08,6.80E-08,8.516201335
81573,-0.480971268,0.064461294,-4.560248925,1.03E-05,2.75E-05,2.329170084
64218,-0.480993398,0.048275036,-3.742342274,0.000255574,0.000546598,-0.735207604
80243,-0.481080725,-0.004441224,-10.28910491,2.75E-19,3.66E-18,33.05118207
284021,-0.481151673,0.07878387,-3.711935301,0.000285491,0.000605257,-0.839591913
6641,-0.481310238,0.060778197,-3.312113701,0.00115006,0.002190491,-2.144621914
60494,-0.481395463,0.020896499,-4.193783474,4.58E-05,0.000110841,0.896473326
55958,-0.481566211,0.016806292,-6.634084092,5.04E-10,2.38E-09,11.98090642
153684,-0.481583007,0.077439862,-3.305015351,0.001177614,0.002239657,-2.166635208
124944 /// 440400 /// 100529209,-0.481699214,0.023569551,-3.987632585,0.000102178,0.000233478,0.132577005
123041,-0.48221,0.003506772,-7.573820717,2.96E-12,1.79E-11,17.03532074
51531,-0.482467898,0.034978752,-8.053070616,1.92E-13,1.33E-12,19.73337146
10193,-0.482771097,-0.004123849,-5.586559017,1.00E-07,3.56E-07,6.806741798
55234,-0.483101419,0.040061165,-6.900489222,1.22E-10,6.17E-10,13.37845135
2185,-0.483198882,0.038505665,-4.413328663,1.89E-05,4.85E-05,1.743555723
56943,-0.483622088,0.01411988,-4.343550384,2.51E-05,6.32E-05,1.470645129
57621,-0.483640799,0.034348976,-5.406619622,2.36E-07,7.91E-07,5.975732957
114781,-0.483722673,0.043396699,-6.944633118,9.57E-11,4.92E-10,13.61288066
157697 /// 441310,-0.483996728,0.035839668,-4.639132807,7.35E-06,2.01E-05,2.649645104
9843,-0.484055056,0.08161307,-3.451125858,0.00071793,0.001416758,-1.705299317
158830,-0.484090206,0.048979136,-5.131100502,8.43E-07,2.64E-06,4.739792201
6247,-0.484216293,0.025203468,-8.333000753,3.77E-14,2.86E-13,21.34093498
221409,-0.484362494,0.027221935,-3.983769418,0.000103698,0.000236704,0.118559783
51279,-0.484654169,0.084019157,-4.989897329,1.59E-06,4.81E-06,4.124166254
25824,-0.484855443,0.040080292,-3.561323492,0.00048919,0.000996461,-1.346046739
100507567,-0.484970424,0.053959808,-4.96740304,1.76E-06,5.28E-06,4.027239308
10161,-0.484998615,0.053991111,-5.381957652,2.65E-07,8.83E-07,5.863279514
254228,-0.48502169,0.053962808,-3.73385499,0.000263611,0.000562249,-0.76441529
5463,-0.485180575,0.016412773,-8.55563285,1.02E-14,8.15E-14,22.63438944
5782,-0.485454791,0.023878611,-3.143650258,0.001996759,0.003640592,-2.655914656
64743,-0.485580583,0.03862841,-4.331127007,2.64E-05,6.63E-05,1.422413008
399491,-0.485580762,-0.023619236,-3.705507653,0.000292225,0.000618396,-0.861566151
7706,-0.485783667,0.010330887,-6.165375776,5.74E-09,2.39E-08,9.598725192
5924,-0.486128039,0.059880021,-3.409354327,0.000828372,0.001616623,-1.838947275
57821,-0.486271079,-0.015658139,-2.376169075,0.018703507,0.028409749,-4.680050311
10219,-0.487092687,0.049746857,-3.079836274,0.002447142,0.004395814,-2.843460609
140612,-0.487136243,-0.007074795,-4.320546244,2.76E-05,6.90E-05,1.381420138
134510,-0.48733263,0.071450212,-3.651947272,0.000354484,0.000738994,-1.043429405
22800,-0.487723982,0.079467545,-3.162074696,0.001881796,0.003450538,-2.601135623
8545,-0.487754226,0.04695523,-4.439526503,1.70E-05,4.38E-05,1.846892367
54567,-0.487824079,0.030807127,-4.668440675,6.48E-06,1.79E-05,2.769772987
266747,-0.488044577,0.040338451,-4.111586067,6.33E-05,0.000149971,0.588173389
10150,-0.48811811,-0.024840743,-4.283533922,3.20E-05,7.92E-05,1.238644994
2867,-0.488143037,0.016801918,-2.595169236,0.010353781,0.016551979,-4.154833004
1622,-0.488778706,0.031998647,-4.188800831,4.67E-05,0.000112876,0.877645941
147947,-0.488789248,0.003536051,-2.977002053,0.003374185,0.005919162,-3.138501339
11346,-0.489077105,-0.003006804,-6.791605407,2.18E-10,1.07E-09,12.80363638
80824,-0.489082817,0.034360231,-4.392992471,2.05E-05,5.24E-05,1.663668228
151790,-0.489297668,0.024181592,-5.745662397,4.65E-08,1.72E-07,7.556560405
10324,-0.489431812,-0.046520897,-2.747461641,0.006711325,0.011138366,-3.764610167
4091,-0.489469096,0.016702369,-5.836318131,2.98E-08,1.13E-07,7.989923069
11215,-0.489851582,0.044929261,-4.235129222,3.88E-05,9.50E-05,1.053389027
8824,-0.49000315,0.033222951,-4.123691319,6.04E-05,0.000143377,0.633269594
7109,-0.490045142,0.038239198,-3.22754528,0.001521106,0.002836951,-2.40420779
23207,-0.490329435,0.017173764,-4.423979042,1.81E-05,4.65E-05,1.785508542
2350,-0.490393342,0.071234099,-3.845404228,0.000174765,0.000384792,-0.376137053
51175,-0.490571378,-0.002959014,-5.161838018,7.33E-07,2.31E-06,4.875426732
9278,-0.490575292,0.022217365,-5.507524576,1.46E-07,5.06E-07,6.43947946
8623,-0.490679067,0.037796716,-3.248812788,0.00141853,0.002658787,-2.33947764
29079,-0.490793126,0.038154982,-5.035021211,1.30E-06,3.97E-06,4.319557651
167691,-0.491253125,0.022610286,-4.988469078,1.60E-06,4.84E-06,4.118002542
7461,-0.491636975,0.004882937,-3.135041204,0.002052679,0.003735387,-2.681414215
83594,-0.492093895,0.03257744,-4.483303946,1.41E-05,3.70E-05,2.020627871
2940,-0.492263283,0.002403703,-2.540814948,0.012033204,0.018983848,-4.289169491
23240,-0.492303081,0.03755313,-3.33903809,0.001050923,0.002016236,-2.06075192
54495,-0.492537103,0.03636384,-5.804902152,3.48E-08,1.31E-07,7.839249521
285943,-0.49303701,0.022141714,-5.568010414,1.10E-07,3.87E-07,6.720234556
715,-0.493176793,0.179043905,-2.282063491,0.023833576,0.035422512,-4.892524989
54625,-0.493431325,0.065342833,-5.714192593,5.42E-08,1.99E-07,7.407154664
92400,-0.493983746,0.003469348,-4.809948254,3.52E-06,1.01E-05,3.357761085
88,-0.494086601,0.00679193,-9.175520682,2.51E-16,2.42E-15,26.29691851
80013,-0.494376758,0.011633954,-4.140798034,5.64E-05,0.000134762,0.697179428
7696,-0.494537139,0.021748563,-4.05373711,7.92E-05,0.000184734,0.374142403
29066,-0.494662875,0.030442792,-4.456100446,1.58E-05,4.11E-05,1.912512703
10912,-0.494673479,0.063677909,-2.503765212,0.013313685,0.020834713,-4.379237358
154761,-0.494738275,0.091042734,-2.71366209,0.007400814,0.012192034,-3.852965808
8924,-0.494879627,-0.003852219,-4.057106191,7.82E-05,0.000182517,0.386540226
29957,-0.495285652,0.048857214,-6.839558664,1.69E-10,8.41E-10,13.05618394
285628 /// 406938,-0.495564422,0.043674774,-2.945878238,0.003712778,0.006472143,-3.226037391
204851,-0.495599342,-0.009521673,-4.172868583,4.97E-05,0.000119819,0.817564319
667,-0.495813778,-0.144638228,-5.942027337,1.77E-08,6.91E-08,8.500716344
55012,-0.496243746,0.023692759,-6.643591898,4.80E-10,2.27E-09,12.03026208
10043,-0.496328685,0.06581317,-4.466058373,1.52E-05,3.96E-05,1.952029596
4548,-0.496451462,0.022467684,-4.725578096,5.08E-06,1.43E-05,3.005606689
9057,-0.496462203,0.01537275,-4.683315933,6.09E-06,1.69E-05,2.830962503
8804,-0.496676751,0.081141521,-3.774368436,0.000227286,0.000490317,-0.62449638
7485,-0.496806123,-0.002756264,-3.466153872,0.000681693,0.001351385,-1.656875545
79642,-0.496891228,0.04261706,-2.982738702,0.003314965,0.005826487,-3.122277314
619208,-0.497556788,-0.003372632,-2.684624979,0.008043705,0.01313639,-3.928077008
388403,-0.497620254,0.046788175,-3.985597544,0.000102976,0.000235129,0.125191625
55973,-0.498031438,0.001223056,-6.193379803,4.98E-09,2.08E-08,9.738146689
9531,-0.498204472,0.110218524,-2.270973138,0.024512762,0.036355391,-4.917036799
2281 /// 388931,-0.498232706,-0.019345235,-4.138003018,5.71E-05,0.000136115,0.686722881
124975,-0.498346322,0.020285532,-3.09499893,0.002332342,0.004206174,-2.799206171
1130,-0.498404768,0.061840507,-5.781641652,3.90E-08,1.46E-07,7.728027943
83861,-0.498410837,0.024991164,-4.966363712,1.77E-06,5.31E-06,4.022768572
4292,-0.498681977,0.017018735,-5.702333609,5.74E-08,2.10E-07,7.350992071
2959,-0.498708791,0.028297067,-4.131427425,5.86E-05,0.000139474,0.662145002
353116,-0.498840116,0.014627683,-4.037732395,8.43E-05,0.000195744,0.31536083
8992,-0.499287304,0.058857828,-5.492013029,1.58E-07,5.42E-07,6.367812547
9741,-0.49946029,0.04014331,-6.449883552,1.33E-09,5.97E-09,11.03262528
55212,-0.499489041,0.018686428,-4.047984536,8.10E-05,0.000188608,0.352992866
9466,-0.499621338,0.10248055,-3.859246132,0.000165973,0.000366578,-0.327296054
145581,-0.4997815,0.026656204,-4.263726915,3.47E-05,8.52E-05,1.162637647
283130,-0.499838822,0.049563928,-5.873427989,2.48E-08,9.51E-08,8.168575534
92482,-0.499897068,0.021702029,-5.337382424,3.26E-07,1.08E-06,5.660922883
57567,-0.499956189,0.05866589,-5.343280427,3.17E-07,1.05E-06,5.687631252
493812,-0.500038533,0.009457546,-2.541025953,0.012026239,0.018976062,-4.28865305
64928,-0.500526563,0.045836967,-4.362535383,2.32E-05,5.88E-05,1.544560958
128077,-0.500660187,0.021685396,-4.916456291,2.21E-06,6.53E-06,3.808891012
219621,-0.500720513,0.030132657,-4.711075758,5.40E-06,1.51E-05,2.945544446
28512,-0.501008284,0.009817388,-3.563474345,0.000485498,0.000989585,-1.338939124
100505741,-0.501043232,0.037132186,-7.388334762,8.36E-12,4.79E-11,16.01132442
100505576,-0.501093536,0.009653707,-4.769697963,4.20E-06,1.19E-05,3.189180253
2122,-0.501325581,0.133803259,-6.436146018,1.43E-09,6.39E-09,10.96251693
55008,-0.501424803,0.077698133,-4.430525414,1.76E-05,4.54E-05,1.811334278
6539,-0.501921619,0.032206244,-4.835534477,3.15E-06,9.11E-06,3.465470103
285464,-0.501928384,0.035207737,-2.716402697,0.007342605,0.012100698,-3.84583861
23117 /// 440345 /// 613037 /// 728888 /// 100132247 /// 100288332 /// 101060275 /// 101929910,-0.502078486,0.003992203,-2.799058702,0.00577067,0.00969042,-3.627817895
101928716,-0.502328425,0.020221386,-4.609339575,8.34E-06,2.26E-05,2.528115435
150290,-0.502697997,0.016267542,-7.311429507,1.28E-11,7.20E-11,15.5903233
7568 /// 100529855,-0.502730996,0.034578834,-4.356809254,2.38E-05,6.00E-05,1.522240373
64762,-0.503462164,0.073707489,-2.640092586,0.009128086,0.01475206,-4.041837762
23586,-0.50365671,0.140259025,-3.132482381,0.002069577,0.003763946,-2.688981434
79925,-0.503816446,-0.09039213,-4.589168145,9.08E-06,2.45E-05,2.446171994
10289,-0.503821186,0.006875144,-7.21688944,2.16E-11,1.19E-10,15.07574532
22832,-0.504031547,0.01348139,-5.532396278,1.30E-07,4.53E-07,6.554676452
55056,-0.504049033,0.019644839,-5.850702437,2.78E-08,1.06E-07,8.059085375
56927 /// 102465474,-0.50434242,0.044678659,-4.980633739,1.66E-06,5.00E-06,4.084211364
101929335,-0.505154233,0.03400339,-6.827280654,1.80E-10,8.96E-10,12.99143003
100132341,-0.505325255,0.021884648,-4.942635621,1.97E-06,5.86E-06,3.920885823
57620,-0.505458739,0.075016764,-4.074545699,7.31E-05,0.000171298,0.450848668
3475,-0.5054817,-0.017426538,-2.917897864,0.004043506,0.007009576,-3.304029704
7871,-0.505828645,-0.021829676,-6.841302788,1.67E-10,8.35E-10,13.06538749
3188 /// 100529097,-0.50598802,0.057898617,-3.946986154,0.000119287,0.000270119,-0.014349938
126282,-0.506045312,0.076088729,-2.609807176,0.009939052,0.015950746,-4.118209452
84954,-0.506135317,0.045009731,-3.368984977,0.000950062,0.001837391,-1.966776101
27128,-0.506509229,0.104931964,-4.968049453,1.76E-06,5.27E-06,4.030020237
375346 /// 100526772,-0.507134627,0.022558781,-6.550362275,7.84E-10,3.62E-09,11.54801805
23062,-0.507201982,0.04688105,-7.425154643,6.81E-12,3.95E-11,16.21363685
669,-0.5072365,0.040784992,-2.563583034,0.011302097,0.017938235,-4.233216247
1727,-0.507674494,0.004638558,-2.831620667,0.005240529,0.008879248,-3.540306532
10093 /// 26140 /// 100526693,-0.507979727,-0.005078864,-5.561889237,1.13E-07,3.98E-07,6.691728679
130814,-0.508239378,0.091608593,-5.689727602,6.10E-08,2.22E-07,7.291375439
151903,-0.50850939,0.042120485,-5.102567126,9.60E-07,2.98E-06,4.61439954
406952 /// 406953 /// 406979 /// 406980 /// 406982 /// 407048 /// 407975,-0.50880678,-0.005172503,-2.75717293,0.006524297,0.010852665,-3.739040193
9489,-0.508901701,0.022641773,-4.883586387,2.55E-06,7.48E-06,3.668890637
344595,-0.509028222,-0.018140857,-2.939845672,0.003781909,0.006579396,-3.242908869
51760,-0.509437727,0.001093289,-2.617376371,0.009730512,0.015645908,-4.099197587
9064,-0.509997376,0.068833843,-5.847488353,2.82E-08,1.07E-07,8.04362203
5155,-0.510356779,0.033369141,-7.203189436,2.33E-11,1.28E-10,15.00145239
7294,-0.510896947,0.039313211,-5.955487122,1.65E-08,6.48E-08,8.566171064
153241,-0.511133876,0.036260254,-4.827469208,3.26E-06,9.41E-06,3.431472516
388815,-0.511361723,-0.020382778,-6.049538567,1.03E-08,4.16E-08,9.026124253
149371,-0.51144089,0.067408642,-4.78828707,3.87E-06,1.10E-05,3.266906396
727916,-0.511549266,0.061034633,-3.538368883,0.000530272,0.001072853,-1.42167425
23064,-0.511642017,0.047715202,-7.045278156,5.54E-11,2.93E-10,14.1502883
7743,-0.512085072,0.034466313,-4.514757171,1.24E-05,3.28E-05,2.146264953
9051,-0.512422606,0.083787507,-2.847845705,0.004993302,0.008500503,-3.496360342
10479,-0.512438047,0.046774155,-3.687418805,0.000311993,0.000657114,-0.923235187
5106,-0.512805211,0.057041434,-3.683147074,0.000316843,0.000666238,-0.937761532
11070,-0.513081158,0.026103342,-4.915809803,2.21E-06,6.55E-06,3.806130844
51626,-0.513278572,0.011910859,-5.214145636,5.77E-07,1.85E-06,5.107558205
55137,-0.513381703,0.000976349,-2.827142701,0.0053107,0.008984211,-3.552395409
8775,-0.513483945,0.027927883,-3.211991963,0.001600443,0.002974777,-2.451310675
2259,-0.513533622,-0.047525593,-2.85782824,0.004846534,0.008275115,-3.469209815
5048,-0.513603483,-0.005577811,-4.058437262,7.78E-05,0.000181695,0.391440708
967,-0.513627949,0.06951211,-6.515150694,9.44E-10,4.32E-09,11.36688585
7314,-0.513962658,0.027397129,-7.818103816,7.40E-13,4.81E-12,18.40155436
163702,-0.51492103,0.016458419,-4.973856049,1.71E-06,5.14E-06,4.055012548
5333,-0.515153377,0.027095172,-5.703742565,5.70E-08,2.09E-07,7.357660709
123803,-0.515459433,0.04583549,-4.547496384,1.08E-05,2.89E-05,2.277755232
5269,-0.515516562,-0.077803231,-5.969056843,1.54E-08,6.09E-08,8.632254644
55652,-0.515694019,0.031353188,-5.180479104,6.73E-07,2.14E-06,4.957962996
51201,-0.516333023,0.029614874,-3.968247386,0.000110024,0.000250386,0.062350931
55823,-0.516590085,0.034650949,-5.989066509,1.40E-08,5.54E-08,8.729872338
7594 /// 100287226,-0.517334701,0.024862246,-3.543275669,0.000521227,0.001056408,-1.405543041
93621,-0.518267971,0.024851656,-7.47932398,5.03E-12,2.96E-11,16.51214712
22955,-0.518450694,0.003374779,-4.917692248,2.20E-06,6.50E-06,3.814168642
885,-0.518503929,0.008500444,-3.361183901,0.000975426,0.001882119,-1.991326443
51455,-0.518634753,0.017857619,-5.601789552,9.33E-08,3.32E-07,6.877917419
3712,-0.518750216,0.002118347,-5.775857705,4.01E-08,1.49E-07,7.700416422
529,-0.518794371,0.031302127,-5.594172967,9.67E-08,3.44E-07,6.842307334
51177,-0.518802526,0.065591053,-3.298293499,0.001204273,0.002286384,-2.187443074
169270,-0.518951002,0.025951062,-5.143526984,7.97E-07,2.50E-06,4.794556962
196513,-0.519373542,0.026787097,-3.400171228,0.000854697,0.001664287,-1.868140758
9475,-0.519423455,0.017052853,-4.756712598,4.44E-06,1.26E-05,3.135018555
10981,-0.519727476,0.066554086,-5.140490357,8.08E-07,2.53E-06,4.781165555
130617,-0.519827267,0.025272603,-4.981603893,1.65E-06,4.98E-06,4.088393222
2787,-0.519857217,0.053200541,-4.842000165,3.06E-06,8.88E-06,3.492755248
7832,-0.520132872,0.05481267,-2.677993603,0.00819743,0.013364499,-3.945127302
196740,-0.520235776,0.031905953,-8.798312404,2.41E-15,2.07E-14,24.05813449
989,-0.520612149,0.026197837,-5.294457517,3.98E-07,1.30E-06,5.467158149
91748,-0.520634231,0.017856961,-5.557157694,1.16E-07,4.06E-07,6.669708592
3004,-0.520790733,0.065370897,-3.711483683,0.000285959,0.000606184,-0.841136902
5906,-0.521185428,0.039899065,-9.767656647,6.85E-18,7.92E-17,29.86521997
100653086,-0.521531534,0.040957306,-3.307403573,0.001168276,0.002223056,-2.159233471
801 /// 805 /// 808,-0.521645006,0.020382759,-7.126056759,3.56E-11,1.92E-10,14.58449922
54832,-0.521766016,0.052872724,-5.741253224,4.75E-08,1.76E-07,7.535595268
284013,-0.52186983,0.061719019,-2.614420496,0.009811477,0.015764507,-4.106627984
4267,-0.521913173,0.065572384,-3.783125476,0.000220084,0.000475765,-0.594087387
101930114,-0.522191932,0.043907275,-5.881202749,2.39E-08,9.17E-08,8.20609592
51024,-0.522213995,0.04150116,-4.873095694,2.67E-06,7.81E-06,3.624353527
83394,-0.522347154,0.053191922,-4.637404087,7.40E-06,2.03E-05,2.642577256
84056,-0.522481313,0.025881145,-4.758465657,4.40E-06,1.25E-05,3.142324101
7074,-0.522481519,0.022429807,-3.504198742,0.00059748,0.001198081,-1.533481207
54884,-0.523138678,0.062749207,-4.526988179,1.18E-05,3.12E-05,2.195302969
26119,-0.523305475,0.071341691,-4.317117085,2.79E-05,6.99E-05,1.368151512
27019,-0.523474755,0.03146329,-4.532145975,1.15E-05,3.06E-05,2.216012745
84645,-0.523669572,0.027861663,-4.707703119,5.48E-06,1.53E-05,2.931596329
51143,-0.524087375,0.015004491,-5.642085868,7.68E-08,2.76E-07,7.066850611
6041,-0.524380785,0.065741334,-4.788610529,3.86E-06,1.10E-05,3.268260858
9989,-0.524403057,0.046708276,-4.49611443,1.34E-05,3.52E-05,2.071716549
51768,-0.524945844,0.012020203,-2.814979622,0.005505645,0.009282423,-3.585144115
50487,-0.525030258,0.023053842,-4.455917456,1.58E-05,4.11E-05,1.911787166
53917,-0.525240773,0.041463692,-4.615952786,8.11E-06,2.21E-05,2.55504009
54020,-0.525292135,0.044154249,-6.684003364,3.87E-10,1.86E-09,12.24047958
29956,-0.525338536,0.04193419,-4.334442735,2.61E-05,6.55E-05,1.435275281
113791,-0.525511544,0.049791401,-5.178820058,6.78E-07,2.15E-06,4.950608793
57140,-0.525519316,0.05339447,-4.792343576,3.80E-06,1.09E-05,3.283897645
375287,-0.526023049,0.051367897,-4.103029435,6.54E-05,0.000154614,0.556361335
221756,-0.526112693,0.050216933,-2.646586277,0.008962165,0.014507488,-4.025357482
390,-0.526131175,0.001296889,-2.130537161,0.034690679,0.049986655,-5.21772182
10140,-0.526301257,0.017025565,-2.894203154,0.00434446,0.007485622,-3.36955426
57721,-0.526734299,0.029137119,-6.270995361,3.35E-09,1.43E-08,10.12655238
101928487,-0.526953204,0.000784691,-4.776281528,4.08E-06,1.16E-05,3.216682201
100130933,-0.527219704,-0.002772318,-2.95942695,0.003561722,0.006221709,-3.188032531
132851,-0.527817196,0.014337624,-3.179963507,0.001776076,0.00327094,-2.547679825
80342,-0.52810582,0.13417336,-3.882902905,0.000151912,0.000338081,-0.243488292
92259,-0.528517061,0.042534067,-4.267275597,3.42E-05,8.41E-05,1.176234874
4291,-0.528541913,-0.005327609,-2.33168826,0.0209924,0.031546997,-4.781478428
162967 /// 201931,-0.529109127,0.048056182,-3.773692022,0.000227852,0.000491294,-0.626842802
55073,-0.529157884,0.031955202,-4.215348339,4.20E-05,0.000102289,0.978163712
100505761,-0.529315326,0.017459835,-5.236635588,5.20E-07,1.68E-06,5.207870274
22927,-0.529517518,0.041476948,-6.857866887,1.53E-10,7.67E-10,13.15285712
54778,-0.529661716,0.044798125,-5.660256931,7.04E-08,2.54E-07,7.152340127
7716,-0.530286962,0.009526423,-4.415406088,1.87E-05,4.81E-05,1.751732717
55831,-0.530575924,0.02917078,-6.620891079,5.41E-10,2.55E-09,11.9124861
2321,-0.5308272,0.059675597,-5.170681325,7.04E-07,2.23E-06,4.914555603
23270,-0.531319872,-0.019433047,-3.30413563,0.001181071,0.002245452,-2.169360527
284129,-0.531355492,-0.002204709,-3.908595391,0.000137925,0.00030941,-0.1519912
79809 /// 100506124,-0.53144494,0.021660148,-6.201179713,4.78E-09,2.01E-08,9.77704756
6604,-0.531546257,0.047550178,-6.101613508,7.93E-09,3.24E-08,9.282714002
10363,-0.531846988,0.023466547,-5.31149385,3.68E-07,1.21E-06,5.543931058
5921,-0.531871321,0.051046986,-3.357322421,0.000988214,0.001904611,-2.003460486
90203,-0.532041862,0.10886535,-2.87060361,0.004664455,0.007992921,-3.434338566
10782,-0.532250197,0.027301582,-5.227530405,5.42E-07,1.75E-06,5.167221882
3020 /// 3021 /// 100616282,-0.532267969,0.017343224,-5.070565573,1.11E-06,3.42E-06,4.474359844
9262,-0.532696229,0.136457452,-3.609846262,0.000412003,0.000849837,-1.184815964
7124,-0.53275343,0.029430469,-3.909630033,0.000137389,0.000308269,-0.148296204
54878,-0.532985581,0.13147725,-5.581240247,1.03E-07,3.65E-07,6.781916422
4145,-0.533766441,0.032771707,-4.668538962,6.48E-06,1.79E-05,2.77017681
10901 /// 317749,-0.534248074,0.048264488,-4.432694427,1.74E-05,4.50E-05,1.819897673
23396,-0.534285035,0.014833376,-5.703687015,5.70E-08,2.09E-07,7.357397768
51172,-0.534509883,0.055992932,-4.633986165,7.51E-06,2.06E-05,2.628609002
80210,-0.534534352,0.072856572,-6.554747296,7.67E-10,3.54E-09,11.57061394
6886,-0.534662378,0.003484542,-8.189396147,8.71E-14,6.34E-13,20.51352901
79742,-0.534881241,0.032065517,-4.766322355,4.26E-06,1.21E-05,3.17509007
677769,-0.535103657,0.108140797,-2.222181693,0.0277058,0.040669252,-5.023546156
138162,-0.535339716,0.039315629,-2.482081988,0.014118267,0.02197905,-4.431382942
374739,-0.535351827,0.051358619,-4.884548565,2.54E-06,7.45E-06,3.672978985
6096,-0.535430609,0.037025621,-5.894884082,2.23E-08,8.61E-08,8.272197612
284391,-0.535719977,0.028636305,-5.266671226,4.53E-07,1.47E-06,5.342309583
157567,-0.53602939,0.013317643,-3.558034157,0.000494887,0.001007409,-1.356909477
51111,-0.536139989,0.021043773,-3.910765518,0.000136802,0.00030711,-0.144240144
25843,-0.536280831,0.020586036,-4.906779344,2.30E-06,6.80E-06,3.767603241
9351,-0.536515076,0.032759371,-4.095890914,6.73E-05,0.000158602,0.529862393
9666,-0.536910308,0.035023056,-3.232859734,0.001494846,0.002793452,-2.388067455
29766,-0.536969949,0.066897615,-5.363198813,2.89E-07,9.58E-07,5.777979472
54557,-0.537016215,0.044299875,-6.956242805,8.99E-11,4.63E-10,13.67466569
9159,-0.537386292,0.036324952,-6.292267017,3.00E-09,1.29E-08,10.23350536
5137,-0.537420319,-0.000968918,-9.459453932,4.50E-17,4.70E-16,28.00048124
2674,-0.537757922,-0.033803995,-6.041058342,1.08E-08,4.33E-08,8.984468242
5641,-0.537777553,0.115570022,-3.109152715,0.002229693,0.004035693,-2.757722897
157285,-0.537782429,0.088992772,-3.572020046,0.000471087,0.000962453,-1.310663381
9611,-0.537901601,0.042366906,-6.491562082,1.07E-09,4.84E-09,11.24585557
29,-0.537951455,0.025997295,-4.374105802,2.22E-05,5.62E-05,1.589732675
84317,-0.538383605,0.023625739,-4.994882132,1.56E-06,4.71E-06,4.14568852
92,-0.538684435,-0.013626411,-3.53809789,0.000530776,0.001073773,-1.422564593
9760,-0.538791787,-0.016373382,-3.188652132,0.001726741,0.003188401,-2.521620707
10039,-0.538879353,0.070682666,-4.092460775,6.82E-05,0.000160597,0.51714258
1572,-0.539286385,0.038066531,-3.320989378,0.001116454,0.002131306,-2.117039106
7052,-0.539681334,0.106040115,-2.686272083,0.008005929,0.013083487,-3.923836089
78987,-0.540268054,0.013123217,-4.140081533,5.66E-05,0.000135127,0.694498359
26515,-0.54109294,0.015436153,-6.356567683,2.15E-09,9.45E-09,10.55810997
169792,-0.541357891,0.104792002,-2.637415811,0.009197282,0.014854015,-4.048620351
3105,-0.54141005,0.083623407,-5.045020806,1.24E-06,3.81E-06,4.363028595
11119,-0.541691301,0.074177703,-4.264906259,3.45E-05,8.49E-05,1.167155462
10482,-0.541732058,0.009005722,-6.298760756,2.90E-09,1.25E-08,10.26619851
132864,-0.542101928,0.051280928,-5.569303555,1.09E-07,3.85E-07,6.7262593
728196,-0.542123591,0.025345262,-3.876471101,0.000155618,0.000345522,-0.266315736
3090,-0.542196974,0.029580624,-4.554579621,1.05E-05,2.81E-05,2.30629936
23001,-0.542330815,0.023941913,-5.626077436,8.30E-08,2.97E-07,6.991686137
100885775,-0.542500938,0.048883557,-2.525821629,0.012537488,0.019707428,-4.325765084
5860,-0.542516138,0.000944105,-6.212362122,4.52E-09,1.90E-08,9.832869683
80086,-0.542558522,0.034556676,-3.569948529,0.000474543,0.00096888,-1.317522829
283070,-0.542691359,0.046980942,-2.323538663,0.021437493,0.032154035,-4.799868022
5813,-0.542929668,0.007667542,-8.005833259,2.52E-13,1.73E-12,19.46429406
2550,-0.543468512,-0.004910371,-4.725191937,5.08E-06,1.43E-05,3.004005597
490,-0.543634197,0.030083198,-2.831420299,0.00524365,0.008883145,-3.540847821
116541,-0.54370168,0.032088058,-4.737299743,4.83E-06,1.36E-05,3.054253604
9798,-0.543810788,0.041861234,-6.979913152,7.91E-11,4.10E-10,13.80080351
